ts_iso,avg_cwnd_pkts,avg_rtt_ms,num_conns_with_cwnd
2026-03-18T17:48:33.871768+00:00,2.0,50.459,1
2026-03-18T17:48:34.083853+00:00,2.0,50.459,1
2026-03-18T17:48:34.296561+00:00,2.0,50.459,1
2026-03-18T17:48:34.508076+00:00,2.0,50.459,1
2026-03-18T17:48:34.718157+00:00,2.0,50.459,1
2026-03-18T17:48:34.928787+00:00,2.0,50.459,1
2026-03-18T17:48:35.138098+00:00,2.0,50.459,1
2026-03-18T17:48:35.348004+00:00,2.0,50.459,1
2026-03-18T17:48:35.558393+00:00,2.0,50.459,1
2026-03-18T17:48:35.768957+00:00,2.0,50.459,1
2026-03-18T17:48:35.977785+00:00,2.0,50.459,1
2026-03-18T17:48:36.188836+00:00,2.0,50.459,1
2026-03-18T17:48:36.399463+00:00,2.0,50.459,1
2026-03-18T17:48:36.612707+00:00,2.0,50.459,1
2026-03-18T17:48:36.826761+00:00,2.0,50.459,1
2026-03-18T17:48:37.036353+00:00,2.0,50.459,1
2026-03-18T17:48:37.247457+00:00,2.0,50.459,1
2026-03-18T17:48:37.458535+00:00,2.0,50.459,1
2026-03-18T17:48:37.670537+00:00,2.0,50.459,1
2026-03-18T17:48:37.879063+00:00,2.0,50.459,1
2026-03-18T17:48:38.088557+00:00,2.0,50.459,1
2026-03-18T17:48:38.299714+00:00,2.0,50.459,1
2026-03-18T17:48:38.514804+00:00,2.0,50.459,1
2026-03-18T17:48:38.727643+00:00,2.0,50.459,1
2026-03-18T17:48:38.938392+00:00,2.0,50.459,1
2026-03-18T17:48:39.153106+00:00,2.0,50.459,1
2026-03-18T17:48:39.364108+00:00,2.0,50.459,1
2026-03-18T17:48:39.574195+00:00,2.0,50.459,1
2026-03-18T17:48:39.784322+00:00,2.0,50.459,1
2026-03-18T17:48:39.995670+00:00,2.0,50.459,1
2026-03-18T17:48:40.206356+00:00,2.0,50.459,1
2026-03-18T17:48:40.417675+00:00,2.0,50.459,1
2026-03-18T17:48:40.628745+00:00,2.0,50.459,1
2026-03-18T17:48:40.839293+00:00,2.0,50.459,1
2026-03-18T17:48:41.053640+00:00,2.0,50.459,1
2026-03-18T17:48:41.263992+00:00,2.0,50.459,1
2026-03-18T17:48:41.474121+00:00,2.0,50.459,1
2026-03-18T17:48:41.685070+00:00,2.0,50.459,1
2026-03-18T17:48:41.896606+00:00,2.0,50.459,1
2026-03-18T17:48:42.102416+00:00,2.0,50.459,1
2026-03-18T17:48:42.306513+00:00,2.0,50.459,1
2026-03-18T17:48:42.515443+00:00,2.0,50.459,1
2026-03-18T17:48:42.724375+00:00,2.0,50.459,1
2026-03-18T17:48:42.937597+00:00,2.0,50.459,1
2026-03-18T17:48:43.149290+00:00,2.0,50.459,1
2026-03-18T17:48:43.361248+00:00,2.0,50.459,1
2026-03-18T17:48:43.573763+00:00,2.0,50.459,1
2026-03-18T17:48:43.783708+00:00,2.0,50.459,1
2026-03-18T17:48:43.995097+00:00,2.0,50.459,1
2026-03-18T17:48:44.206426+00:00,2.0,50.459,1
2026-03-18T17:48:44.417130+00:00,2.0,50.459,1
2026-03-18T17:48:44.627831+00:00,2.0,50.459,1
2026-03-18T17:48:44.838754+00:00,2.0,50.459,1
2026-03-18T17:48:45.048861+00:00,2.0,50.459,1
2026-03-18T17:48:45.259714+00:00,2.0,50.459,1
2026-03-18T17:48:45.469399+00:00,2.0,50.459,1
2026-03-18T17:48:45.679511+00:00,2.0,50.459,1
2026-03-18T17:48:45.888717+00:00,2.0,50.459,1
2026-03-18T17:48:46.098689+00:00,2.0,50.459,1
2026-03-18T17:48:46.305515+00:00,2.0,50.459,1
2026-03-18T17:48:46.517202+00:00,2.0,50.459,1
2026-03-18T17:48:46.728712+00:00,2.0,50.459,1
2026-03-18T17:48:46.939470+00:00,2.0,50.459,1
2026-03-18T17:48:47.149250+00:00,2.0,50.459,1
2026-03-18T17:48:47.352679+00:00,2.0,50.459,1
2026-03-18T17:48:47.562393+00:00,2.0,50.459,1
2026-03-18T17:48:47.774635+00:00,2.0,50.459,1
2026-03-18T17:48:47.986444+00:00,2.0,50.459,1
2026-03-18T17:48:48.201262+00:00,2.0,50.459,1
2026-03-18T17:48:48.411767+00:00,2.0,50.459,1
2026-03-18T17:48:48.625501+00:00,2.0,50.459,1
2026-03-18T17:48:48.835244+00:00,2.0,50.459,1
2026-03-18T17:48:49.048677+00:00,2.0,50.459,1
2026-03-18T17:48:49.257356+00:00,2.0,50.459,1
2026-03-18T17:48:49.469123+00:00,2.0,50.459,1
2026-03-18T17:48:49.682596+00:00,2.0,50.459,1
2026-03-18T17:48:49.890880+00:00,2.0,50.459,1
2026-03-18T17:48:50.101192+00:00,2.0,50.459,1
2026-03-18T17:48:50.312387+00:00,2.0,50.459,1
2026-03-18T17:48:50.523012+00:00,2.0,50.459,1
2026-03-18T17:48:50.734641+00:00,2.0,50.459,1
2026-03-18T17:48:50.946996+00:00,2.0,50.459,1
2026-03-18T17:48:51.157671+00:00,2.0,50.459,1
2026-03-18T17:48:51.367140+00:00,2.0,50.459,1
2026-03-18T17:48:51.579183+00:00,2.0,50.459,1
2026-03-18T17:48:51.789501+00:00,2.0,50.459,1
2026-03-18T17:48:52.005216+00:00,2.0,50.459,1
2026-03-18T17:48:52.216588+00:00,2.0,50.459,1
2026-03-18T17:48:52.428149+00:00,2.0,50.459,1
2026-03-18T17:48:52.640763+00:00,2.0,50.459,1
2026-03-18T17:48:52.848753+00:00,2.0,50.459,1
2026-03-18T17:48:53.059833+00:00,2.0,50.459,1
2026-03-18T17:48:53.269414+00:00,2.0,50.459,1
2026-03-18T17:48:53.484861+00:00,2.0,50.459,1
2026-03-18T17:48:53.693225+00:00,2.0,50.459,1
2026-03-18T17:48:53.904137+00:00,2.0,50.459,1
2026-03-18T17:48:54.115664+00:00,2.0,50.459,1
2026-03-18T17:48:54.326101+00:00,2.0,50.459,1
2026-03-18T17:48:54.537795+00:00,2.0,50.459,1
2026-03-18T17:48:54.750090+00:00,2.0,50.459,1
2026-03-18T17:48:54.963451+00:00,2.0,50.459,1
2026-03-18T17:48:55.175261+00:00,2.0,50.459,1
2026-03-18T17:48:55.386986+00:00,2.0,50.459,1
2026-03-18T17:48:55.599805+00:00,2.0,50.459,1
2026-03-18T17:48:55.809839+00:00,2.0,50.459,1
2026-03-18T17:48:56.019437+00:00,2.0,50.459,1
2026-03-18T17:48:56.231864+00:00,2.0,50.459,1
2026-03-18T17:48:56.443689+00:00,2.0,50.459,1
2026-03-18T17:48:56.656051+00:00,2.0,50.459,1
2026-03-18T17:48:56.864846+00:00,2.0,50.459,1
2026-03-18T17:48:57.069389+00:00,2.0,50.459,1
2026-03-18T17:48:57.272641+00:00,2.0,50.459,1
2026-03-18T17:48:57.479511+00:00,2.0,50.459,1
2026-03-18T17:48:57.688063+00:00,2.0,50.459,1
2026-03-18T17:48:57.896964+00:00,2.0,50.459,1
2026-03-18T17:48:58.108806+00:00,2.0,50.459,1
2026-03-18T17:48:58.318533+00:00,2.0,50.459,1
2026-03-18T17:48:58.530057+00:00,2.0,50.459,1
2026-03-18T17:48:58.742850+00:00,2.0,50.459,1
2026-03-18T17:48:58.958041+00:00,2.0,50.459,1
2026-03-18T17:48:59.169386+00:00,2.0,50.459,1
2026-03-18T17:48:59.381015+00:00,2.0,50.459,1
2026-03-18T17:48:59.591707+00:00,2.0,50.459,1
2026-03-18T17:48:59.805750+00:00,2.0,50.459,1
2026-03-18T17:49:00.015328+00:00,2.0,50.459,1
2026-03-18T17:49:00.227139+00:00,2.0,50.459,1
2026-03-18T17:49:00.436659+00:00,2.0,50.459,1
2026-03-18T17:49:00.646316+00:00,2.0,50.459,1
2026-03-18T17:49:00.853888+00:00,2.0,50.459,1
2026-03-18T17:49:01.063966+00:00,2.0,50.459,1
2026-03-18T17:49:01.272129+00:00,2.0,50.459,1
2026-03-18T17:49:01.484742+00:00,2.0,50.459,1
2026-03-18T17:49:01.695853+00:00,2.0,50.459,1
2026-03-18T17:49:01.905977+00:00,2.0,50.459,1
2026-03-18T17:49:02.114684+00:00,2.0,50.459,1
2026-03-18T17:49:02.319418+00:00,2.0,50.459,1
2026-03-18T17:49:02.530798+00:00,2.0,50.459,1
2026-03-18T17:49:02.743256+00:00,2.0,50.459,1
2026-03-18T17:49:02.954436+00:00,2.0,50.459,1
2026-03-18T17:49:03.164027+00:00,2.0,50.459,1
2026-03-18T17:49:03.378344+00:00,2.0,50.459,1
2026-03-18T17:49:03.588495+00:00,2.0,50.459,1
2026-03-18T17:49:03.798533+00:00,2.0,50.459,1
2026-03-18T17:49:04.009377+00:00,2.0,50.459,1
2026-03-18T17:49:04.218866+00:00,2.0,50.459,1
2026-03-18T17:49:04.427167+00:00,2.0,50.459,1
2026-03-18T17:49:04.640387+00:00,2.0,50.459,1
2026-03-18T17:49:04.849255+00:00,2.0,50.459,1
2026-03-18T17:49:05.058376+00:00,2.0,50.459,1
2026-03-18T17:49:05.266874+00:00,2.0,50.459,1
2026-03-18T17:49:05.477030+00:00,2.0,50.459,1
2026-03-18T17:49:05.687051+00:00,2.0,50.459,1
2026-03-18T17:49:05.899418+00:00,2.0,50.459,1
2026-03-18T17:49:06.108621+00:00,2.0,50.459,1
2026-03-18T17:49:06.318629+00:00,2.0,50.459,1
2026-03-18T17:49:06.529538+00:00,2.0,50.459,1
2026-03-18T17:49:06.740317+00:00,2.0,50.459,1
2026-03-18T17:49:06.950982+00:00,2.0,50.459,1
2026-03-18T17:49:07.162716+00:00,2.0,50.459,1
2026-03-18T17:49:07.373794+00:00,2.0,50.459,1
2026-03-18T17:49:07.584071+00:00,2.0,50.459,1
2026-03-18T17:49:07.794611+00:00,2.0,50.459,1
2026-03-18T17:49:08.003334+00:00,2.0,50.459,1
2026-03-18T17:49:08.214124+00:00,2.0,50.459,1
2026-03-18T17:49:08.424074+00:00,2.0,50.459,1
2026-03-18T17:49:08.635179+00:00,2.0,50.459,1
2026-03-18T17:49:08.845770+00:00,2.0,50.459,1
