ts_iso,target,rtt_ms
2026-03-18T17:45:16.746721+00:00,1.1.1.1,15.9
2026-03-18T17:45:16.945567+00:00,1.1.1.1,13.6
2026-03-18T17:45:17.146502+00:00,1.1.1.1,13.6
2026-03-18T17:45:17.347411+00:00,1.1.1.1,13.6
2026-03-18T17:45:17.548075+00:00,1.1.1.1,13.4
2026-03-18T17:45:17.748892+00:00,1.1.1.1,13.6
2026-03-18T17:45:17.949618+00:00,1.1.1.1,13.6
2026-03-18T17:45:18.150335+00:00,1.1.1.1,13.5
2026-03-18T17:45:18.351204+00:00,1.1.1.1,13.6
2026-03-18T17:45:18.551969+00:00,1.1.1.1,13.5
2026-03-18T17:45:18.752891+00:00,1.1.1.1,13.7
2026-03-18T17:45:18.953695+00:00,1.1.1.1,13.6
2026-03-18T17:45:19.155084+00:00,1.1.1.1,14.1
2026-03-18T17:45:19.354947+00:00,1.1.1.1,13.6
2026-03-18T17:45:19.555447+00:00,1.1.1.1,12.9
2026-03-18T17:45:19.760469+00:00,1.1.1.1,16.8
2026-03-18T17:45:19.958782+00:00,1.1.1.1,14.0
2026-03-18T17:45:20.158796+00:00,1.1.1.1,13.7
2026-03-18T17:45:20.359624+00:00,1.1.1.1,13.6
2026-03-18T17:45:20.560505+00:00,1.1.1.1,13.6
2026-03-18T17:45:20.761388+00:00,1.1.1.1,13.6
2026-03-18T17:45:20.962033+00:00,1.1.1.1,13.3
2026-03-18T17:45:21.162965+00:00,1.1.1.1,13.7
2026-03-18T17:45:21.363919+00:00,1.1.1.1,13.7
2026-03-18T17:45:21.564845+00:00,1.1.1.1,13.7
2026-03-18T17:45:21.765890+00:00,1.1.1.1,13.8
2026-03-18T17:45:21.966645+00:00,1.1.1.1,13.5
2026-03-18T17:45:22.167426+00:00,1.1.1.1,13.5
2026-03-18T17:45:22.368529+00:00,1.1.1.1,13.9
2026-03-18T17:45:22.569471+00:00,1.1.1.1,13.7
2026-03-18T17:45:22.770518+00:00,1.1.1.1,13.8
2026-03-18T17:45:22.971378+00:00,1.1.1.1,13.6
2026-03-18T17:45:23.172343+00:00,1.1.1.1,13.7
2026-03-18T17:45:23.373329+00:00,1.1.1.1,13.7
2026-03-18T17:45:23.574386+00:00,1.1.1.1,13.8
2026-03-18T17:45:23.775341+00:00,1.1.1.1,13.7
2026-03-18T17:45:23.977271+00:00,1.1.1.1,13.8
2026-03-18T17:45:24.179266+00:00,1.1.1.1,13.6
2026-03-18T17:45:24.380436+00:00,1.1.1.1,13.6
2026-03-18T17:45:24.584645+00:00,1.1.1.1,13.6
2026-03-18T17:45:24.786484+00:00,1.1.1.1,14.5
2026-03-18T17:45:24.987351+00:00,1.1.1.1,13.6
2026-03-18T17:45:25.188677+00:00,1.1.1.1,13.5
2026-03-18T17:45:25.389773+00:00,1.1.1.1,13.8
2026-03-18T17:45:25.591171+00:00,1.1.1.1,13.8
2026-03-18T17:45:25.794995+00:00,1.1.1.1,13.5
